soma	seedNode	overlap	mergedSoma	somaCogV_1	somaCogV_2	somaCogV_3	somaCogO_1	somaCogO_2	somaCogO_3	somaCogM_1	somaCogM_2	somaCogM_3	somaVolV	somaVol	branchVol	stackDistV_1	stackDistV_2	stackDistV_3	stackDistV_4	stackDistV_5	stackDistV_6	stackDistM_1	stackDistM_2	stackDistM_3	stackDistM_4	stackDistM_5	stackDistM_6	nucleiN	group	groupDegree	groupDegreeMultiple	groupShortestDist	stackTouch_1	stackTouch_2	stackTouch_3	stackTouch_4	stackTouch_5	stackTouch_6	cellVol	cellArea	somaNodesVol	branchNodesVol	sphericity	circularity	solidity	nodesN	nodesBranching	nodesEnding	nodesBranchingRatio	nodesEndingRatio	degreeSeed	closenessSeed	betweennessSeed	volumeSeed	degree_1	degree_2	degree_3	degree_4	degree_5	closeness_1	closeness_2	closeness_3	closeness_4	closeness_5	betweenness_1	betweenness_2	betweenness_3	betweenness_4	betweenness_5	volume_1	volume_2	volume_3	volume_4	volume_5	branchN	branchNodesN	branchEndNodesN	branchEndNodesPerBranch	branchSegmentsN	branchCyclesN	branchNodesPerSegment	branchNodesPerBranch	branchSegmentsPerBranch	branchLengthSkel_1	branchLengthSkel_2	branchLengthSkel_3	branchLengthSkel_4	branchLengthSkel_5	branchLengthAir_1	branchLengthAir_2	branchLengthAir_3	branchLengthAir_4	branchLengthAir_5	branchLengthRatio_1	branchLengthRatio_2	branchLengthRatio_3	branchLengthRatio_4	branchLengthRatio_5
1	18	4937	0	707.858001768347	32.0929266136163	4.09416445623342	708	32	4	139.844676949602	6.24592159151194	1.43766578249337	11310	176.82185196	259.323082092	708.858001768347	33.0929266136163	5.09416445623342	830.141998231653	1505.90707338638	47.9058355437666	140.141226949602	6.54247159151194	2.03766578249337	164.119073050398	297.717828408488	19.1623342175066	1	1	3	5	13.2406339643285	0	1	1	0	0	0	436.144934052	1256.28595482	231.275477988	164.877387336	0.221385671108852	0.0714408510556304	0.44637301457344	47	10	12	0.212765957446809	0.25531914893617	9	0.00704225352112676	848	122.57146944	1	1.25	2	2	9	0.00261780104712042	0.00343654870624049	0.00398406374501992	0.00487839366515837	0.00704225352112676	0	0	45	158.25	848	0.250145856	0.828608148	2.642165604	5.960506725	122.57146944	4	32	10	2.5	15	1	2.13333333333333	8	3.75	6.13104217548738	6.60910947782596	8.79524548577642	11.0774212361644	11.6515282809406	3.82660401525081	4.6792782759723	7.95551182671118	10.4873906215729	10.5957101264173	1.0119705389107	1.05580817617544	1.19039029528271	1.44167486546018	1.60221495379514
2	43	28881	0	707.074937253496	143.40426676228	5.52288753436118	707	143	6	139.689865095016	28.2521735389028	2.00915501374447	33468	523.242594288	756.550507356	708.074937253496	144.40426676228	6.52288753436118	830.925062746504	1394.59573323772	46.4771124656388	139.986415095016	28.5487235389028	2.60915501374447	164.273884904984	275.711576461097	18.5908449862555	1	1	3	5	23.1525389991742	0	0	1	0	0	0	1279.793101644	3036.16402962	722.718280332	473.385398364	0.18775235956685	0.0618689697101692	0.451508371267649	111	21	36	0.189189189189189	0.324324324324324	17	0.00217864923747277	4489	509.234426352	1	1	2	2	17	0.000693481276005548	0.00107528380060569	0.00130890052356021	0.00164204368955042	0.00217864923747277	0	0	109	323.75	4489	0.23451174	1.227278106	2.7359703	6.308365806	509.234426352	14	88	28	2	41	1	2.14634146341463	6.28571428571429	2.92857142857143	2.16860677845719	2.81850617184067	4.30882568705253	8.12126794753521	20.1299602441977	1.74998107887262	2.81850617184067	4.05610725031343	7.75394782324759	16.6783365713131	1	1	1.05618385484646	1.305368591977	1.53454184034519
3	46	65695	0	1475.42661462552	142.416584431843	7.98135356064511	1475	142	8	291.592991711466	28.0569087421754	2.99254142425805	67895	1061.47830582	492.584092812	1476.42661462552	143.416584431843	8.98135356064511	62.5733853744753	1395.58341556816	44.0186464393549	291.889541711466	28.3534587421754	3.59254142425805	12.3707582885338	275.906841257825	17.607458575742	1	2	0	0	Inf	0	0	1	1	0	0	1554.062398632	2616.60580134	1290.28359348	211.029297768	0.247965613588914	0.13742961040939	0.650468979545711	77	9	25	0.116883116883117	0.324675324675325	30	0.00591715976331361	2643.5	1194.852949416	1	1	2	2	30	0.00190839694656489	0.00266489361702128	0.00328947368421053	0.00413223140495868	0.00591715976331361	0	0	75	148	2643.5	0.187609392	1.051394301	2.767238532	5.710360869	1194.852949416	10	40	11	1.1	16	1	2.5	4	1.6	2.01860331897672	2.71397390416812	4.16608304700334	6.02005229347484	8.26356661489554	2.01860331897672	2.4885401941955	3.94098671651536	5.23610732426526	8.02550517998894	1	1.02455529694979	1.04284163004733	1.09147153146638	1.54377305442014
4	145	79220	0	549.686825909828	316.751216612801	11.9562390876333	550	317	12	108.574235482373	62.5228655243508	4.58249563505331	80757	1262.564305812	780.595777764	550.686825909828	317.751216612801	12.9562390876333	988.313174090172	1221.2487833872	40.0437609123667	108.870785482373	62.8194155243508	5.18249563505331	195.389514517627	241.440884475649	16.0175043649467	1	3	1	3	13.153040887196	0	0	1	0	0	0	2043.160083576	3947.81483688	1408.930899804	543.316799232	0.197240281264347	0.0499601117099915	0.449049229146633	143	20	38	0.13986013986014	0.265734265734266	32	0.00172413793103448	9212	1341.219543408	1	1	2	2	32	0.000469924812030075	0.000804838788351788	0.00104493207941484	0.00120120249953883	0.00172413793103448	0	0	141	417	9212	0.171975276	1.188192816	2.610897372	5.030276823	1341.219543408	20	111	28	1.4	40	3	2.775	5.55	2	2.14785173486085	2.76433599592727	4.79256480817031	7.69674466256521	21.9385052348297	2.10995182966527	2.66002053806521	4.18508359471433	7.21693515908943	18.5159438364245	1	1	1.03975733795704	1.14197198271446	1.49052832151618
5	1651	53743	0	1336.49075003585	306.471425498351	14.1049404847268	1336	306	14	264.125371282088	60.4905508210239	5.44197619389072	55784	872.133526944	676.769613408	1337.49075003585	307.471425498351	15.1049404847268	201.509249964147	1231.52857450165	37.8950595152732	264.421921282088	60.7871008210239	6.04197619389072	39.8383787179119	243.473199178976	15.1580238061093	1	4	0	0	Inf	0	0	1	0	0	0	1548.903140352	3460.31597556	1002.475152036	464.7240981	0.187090272210729	0.0544308386898863	0.506205747605165	153	26	44	0.169934640522876	0.287581699346405	30	0.00199600798403194	10881.5	925.352057808	1	1	2	2	30	0.000489715964740451	0.000921658986175115	0.00107991360691145	0.00129115720068439	0.00199600798403194	0	0	151	513.5	10881.5	0.07817058	1.035760185	2.11060566	4.447906002	925.352057808	21	126	32	1.52380952380952	44	2	2.86363636363636	6	2.0952380952381	2.34982197211464	4.14404685183075	6.50949891741969	10.5535029757633	21.1450502402749	2.34982197211464	3.87360421406455	5.99429046716427	9.25886652430228	14.970100967509	1	1.02857177986284	1.0650741959485	1.14582828796675	1.50973700401404
6	170	29688	0	226.596456101712	340.765208395902	11.0461841358828	227	341	11	44.6992693713084	67.2704316998699	4.21847365435312	29967	468.507554172	523.11752136	227.596456101712	341.765208395902	12.0461841358828	1311.40354389829	1197.2347916041	40.9538158641172	44.9958193713084	67.5669816998699	4.81847365435312	259.264480628692	236.69331830013	16.3815263456469	1	5	1	1	31.2590907147114	0	0	1	0	0	0	991.625075532	2212.58884914	606.494261988	336.539981016	0.217344375264465	0.0954817464058859	0.552656720805468	79	14	21	0.177215189873418	0.265822784810127	20	0.00403225806451613	2705.33333333333	561.405471444	1	1	2	2	20	0.00123152709359606	0.00191296161989114	0.00232018561484919	0.00307692307692308	0.00403225806451613	0	0	77	223.333333333333	2705.33333333333	0.203243508	0.895053141	2.548360908	5.12017299	561.405471444	7	37	11	1.57142857142857	16	1	2.3125	5.28571428571429	2.28571428571429	2.42345795661912	3.07846084924846	4.02613572087689	10.5829604549705	15.1153404417034	1.60186061872095	3.01475594392897	4.02528631935199	9.40043099088781	11.553766514817	1	1.00998554323845	1.04968121380683	1.34704529731849	1.51290188940046
7	1480	87584	0	840.592378000853	372.818129758135	16.2818612589548	841	373	16	166.086263130769	73.6072942531833	6.31274450358193	89058	1392.343102728	961.18545168	841.592378000853	373.818129758135	17.2818612589548	697.407621999147	1165.18187024186	35.7181387410452	166.382813130769	73.9038442531833	6.91274450358194	137.877486869231	230.356455746817	14.2872554964181	1	6	0	0	Inf	0	0	1	0	0	0	2353.528554408	4464.57737082	1674.585798876	584.95045014	0.191653498773534	0.0387088517056772	0.398671605569038	161	26	56	0.161490683229814	0.347826086956522	35	0.00154559505409583	11765	1608.875609328	1	1	2	2	35	0.000314366551398931	0.00074723170654451	0.00093984962406015	0.00110498863738099	0.00154559505409583	0	0	159	624.75	11765	0.125072928	1.262454867	2.548360908	5.593104999	1608.875609328	18	130	41	2.27777777777778	57	2	2.28070175438596	7.22222222222222	3.16666666666667	2.16227801132841	3.09924941147214	5.18199385480567	7.03502111574121	28.4000604044279	2.16227801132841	2.93746474975651	4.75546327518004	6.62653955319342	24.1112469656523	1	1.01568315757858	1.04272903687213	1.17787605281822	1.59137089869291
8	197	49058	0	352.503519361502	420.994144424168	8.38813243226984	353	421	8	69.5910957777689	83.1316923526581	3.15525297290794	49867	779.626462572	1192.163881464	353.503519361502	421.994144424168	9.38813243226984	1185.4964806385	1117.00585557583	43.6118675677302	69.8876457777689	83.4282423526581	3.75525297290794	234.372654222231	220.832057647342	17.4447470270921	1	7	0	0	Inf	0	0	1	0	0	1	1971.790344036	4099.76369598	1081.974631896	805.751070408	0.18548086935706	0.065240354178157	0.480370774263904	124	18	41	0.145161290322581	0.330645161290323	26	0.00202020202020202	6923.5	1059.570943668	1	1	2	2	26	0.00050761421319797	0.00095612868431757	0.001199042491248	0.00140648088986127	0.00202020202020202	0	0	122	476	6923.5	0.187609392	1.430521614	2.454556212	5.534477064	1059.570943668	14	102	30	2.14285714285714	40	2	2.55	7.28571428571429	2.85714285714286	2.02777855516994	6.09044135114867	7.93653433354186	9.00929113279359	37.2428309529666	2.02777855516994	3.97593471900925	6.91463448881908	8.87699988742033	24.5860173408436	1	1.01490269765135	1.15152857582459	1.24741466928954	1.75184144062464
9	258	18422	0	788.486667597375	507.250500255945	5.20103308669552	788	507	5	155.784964184001	100.1845739006	1.88041323467821	21489	335.961518724	598.192546392	789.486667597375	508.250500255945	6.20103308669552	749.513332402625	1030.74949974406	46.7989669133045	156.081514184001	100.4811239006	2.48041323467821	148.178785815999	203.7791760994	18.7195867653218	1	8	0	0	Inf	0	0	1	0	0	0	934.154065116	2343.7062174	448.402080996	430.579188756	0.19717868126764	0.0535457461817677	0.422521217139309	83	20	26	0.240963855421687	0.313253012048193	13	0.00292397660818713	2392	354.534848532	1	1	2	2	13	0.00101317122593718	0.00152325321200142	0.00187617260787992	0.00216450216450216	0.00292397660818713	0	0	81	312	2392	0.171975276	1.336716918	2.517092676	5.643915876	354.534848532	8	65	21	2.625	33	2	1.96969696969697	8.125	4.125	2.45559078729135	3.85208663195645	6.9725682846071	10.2558138021556	25.4068419865007	2.45559078729135	3.41814047548841	5.0045664302456	7.38841409657345	18.9464583703125	1	1.00583866000007	1.17166020083881	1.37859494397821	2.20514184374991
10	263	41360	0	927.647833493492	527.960819428671	7.05132349087097	928	528	7	183.297126681663	104.279004001048	2.62052939634839	45788	715.854903408	1058.992481376	928.647833493492	528.960819428671	8.05132349087097	610.352166506508	1010.03918057133	44.948676509129	183.593676681663	104.575554001048	3.22052939634839	120.666623318337	199.684745998952	17.9794706036516	1	9	2	4	28.0445553681451	0	0	1	0	0	0	1774.847384784	3858.90503472	1103.487175512	562.093372548	0.183707707163024	0.0348452354694022	0.385271974187052	146	26	35	0.178082191780822	0.23972602739726	30	0.00131061598951507	8704.25	1001.740348584	1	2	2	2	30	0.000288101411696917	0.000677506775067751	0.000843170919845442	0.00101317122593718	0.00131061598951507	0	0	281.25	760.166666666667	8704.25	0.23451174	1.438338672	2.884494402	4.440088944	1001.740348584	12	107	21	1.75	33	1	3.24242424242424	8.91666666666667	2.75	2.33506665275325	5.67614961251005	8.66043933912212	12.5918687314768	37.9257339315677	1.97977623823237	4.56471224342234	6.84612844008553	10.9561627936821	30.409198728759	1.00203434275275	1.09817224051137	1.17393848036193	1.34302657788123	2.7132571510378
