soma	seedNode	overlap	mergedSoma	somaCogV_1	somaCogV_2	somaCogV_3	somaCogO_1	somaCogO_2	somaCogO_3	somaCogM_1	somaCogM_2	somaCogM_3	somaVolV	somaVol	branchVol	stackDistV_1	stackDistV_2	stackDistV_3	stackDistV_4	stackDistV_5	stackDistV_6	stackDistM_1	stackDistM_2	stackDistM_3	stackDistM_4	stackDistM_5	stackDistM_6	nucleiN	group	groupDegree	groupDegreeMultiple	groupShortestDist	stackTouch_1	stackTouch_2	stackTouch_3	stackTouch_4	stackTouch_5	stackTouch_6	cellVol	cellArea	somaNodesVol	branchNodesVol	sphericity	circularity	solidity	nodesN	nodesBranching	nodesEnding	nodesBranchingRatio	nodesEndingRatio	degreeSeed	closenessSeed	betweennessSeed	volumeSeed	degree_1	degree_2	degree_3	degree_4	degree_5	closeness_1	closeness_2	closeness_3	closeness_4	closeness_5	betweenness_1	betweenness_2	betweenness_3	betweenness_4	betweenness_5	volume_1	volume_2	volume_3	volume_4	volume_5	branchN	branchNodesN	branchEndNodesN	branchEndNodesPerBranch	branchSegmentsN	branchCyclesN	branchNodesPerSegment	branchNodesPerBranch	branchSegmentsPerBranch	branchLengthSkel_1	branchLengthSkel_2	branchLengthSkel_3	branchLengthSkel_4	branchLengthSkel_5	branchLengthAir_1	branchLengthAir_2	branchLengthAir_3	branchLengthAir_4	branchLengthAir_5	branchLengthRatio_1	branchLengthRatio_2	branchLengthRatio_3	branchLengthRatio_4	branchLengthRatio_5
1	2394	23316	0	1210.26009476288	255.251792527989	13.3297412889429	1210	255	13	239.169570734622	50.3644293827833	5.13189651557717	23849	372.858032484	1024.847572032	1211.26009476288	256.251792527989	14.3297412889429	327.739905237117	1282.74820747201	38.6702587110571	239.466120734622	50.6609793827833	5.73189651557717	64.794179265378	253.599320617217	15.4681034844228	1	1	2	2	65.940735853902	0	0	1	0	0	0	1397.705604516	3973.507059	450.121833756	833.439089843999	0.152143688194303	0.0178161559952328	0.249112301107464	199	34	44	0.170854271356784	0.221105527638191	10	0.00049825610363727	14508	388.804830804	1	2	2	2	10	0.000166223404255319	0.000249329928730903	0.00031104199066874	0.000370989029118205	0.00049825610363727	0	197	587	1841	14508	0.203243508	1.254637809	2.861043228	5.27651415	388.804830804	6	189	39	6.5	72	3	2.625	31.5	12	5.58811480571221	6.13191120679291	19.8198275650457	30.3538860546664	50.0273172333062	5.28484602011925	5.45666005970123	16.2342909246472	23.8228590885217	37.6795173721913	1.05738460201838	1.1237480692775	1.20274148327865	1.3277058922795	1.43470646730266
2	40	5574	0	1082.17956001451	323.710685362021	4.19213102864741	1082	324	4	213.848049014868	63.8987524960716	1.47685241145896	16546	258.682083336	716.8242186	1083.17956001451	324.710685362021	5.19213102864741	455.820439985495	1214.28931463798	47.8078689713526	214.144599014868	64.1953024960715	2.07685241145896	90.1157009851323	240.064997503928	19.123147588541	2	2	0	0	Inf	0	0	1	0	0	0	975.506301936	3014.17844526	338.541147864	543.066653376	0.157810253537413	0.023870204559228	0.280189827208567	158	24	30	0.151898734177215	0.189873417721519	5	0.00063653723742839	9225	100.871316432	1	2	2	2	5	0.000216122757726389	0.000307031010132023	0.000386847195357834	0.000474158368895211	0.00063653723742839	0	156	760	1884	9225	0.297048204	1.360168092	2.7359703	5.362501788	100.871316432	10	148	29	2.9	49	1	3.02040816326531	14.8	4.9	2.17105257751745	4.70208174930209	21.4164368056411	27.7012697851712	38.1495822528253	2.17105257751745	4.69558519619101	13.0802372179641	20.5770055728414	29.3966820727835	1	1.02452604261732	1.20117851472713	1.51391956439989	2.07895651119939
3	126	11870	0	1247.21130935735	508.588287935567	9.45656915934896	1247	509	9	246.474825859947	100.449054524862	3.58262766373958	17879	279.522359964	829.092805596	1248.21130935735	509.588287935567	10.456569159349	290.788690642653	1029.41171206443	42.543430840651	246.771375859947	100.745604524862	4.18262766373958	57.4889241400526	203.514695475138	17.0173723362604	1	3	0	0	Inf	0	0	1	0	0	0	1108.61516556	3431.62594926	317.153677176	684.227086740001	0.150951717309785	0.02982646957622	0.235172892103438	193	26	38	0.134715025906736	0.196891191709845	6	0.000437445319335083	7859	188.766316584	1	2	2	2	6	0.000141843971631206	0.000237897000698499	0.000285143997718848	0.000367087714250427	0.0004516711833785	0	191	935	2201.75	9386	0.125072928	0.918504315	1.9542645	4.41663777	188.766316584	8	183	36	4.5	59	1	3.10169491525424	22.875	7.375	2.0874741800987	9.85605923768142	20.0484267311448	35.9594849368717	58.4905365621956	2.0874741800987	5.13415556799233	16.7068421920654	24.3765076513164	41.5731348598735	1	1.07438190713257	1.20933664290453	1.53331404146253	2.39403338519317
4	230	7950	0	201.259917920657	774.004924760602	7.96787179988274	201	774	8	39.6902357729138	152.921923625171	2.9871487199531	25585	399.99885786	739.822003236	202.259917920657	775.004924760602	8.96787179988274	1336.74008207934	763.995075239398	44.0321282001173	39.9867857729138	153.218473625171	3.5871487199531	264.273514227086	151.041826374829	17.6128512800469	1	4	1	1	49.7500092172665	0	0	1	0	0	0	1139.820861096	3230.86464384	434.300108364	606.072140856	0.163326414532328	0.0241454947854106	0.248019535456084	166	36	42	0.216867469879518	0.253012048192771	6	0.000672494956287828	9670	127.464947748	1	1	2	2	7	0.00024919013207077	0.0003382949932341	0.000413053585214695	0.000513083632632119	0.000672494956287828	0	0	486	1724	9670	0.15634116	1.1725587	2.337300342	5.800257036	127.464947748	9	150	38	4.22222222222222	67	2	2.23880597014925	16.6666666666667	7.44444444444444	3.60262243884685	6.08142074269247	15.5200540438244	24.8859805648519	39.7338946508932	2.77813463260523	5.20602383622317	13.5799749926954	16.2372367577578	34.8856748550545	1.05515621311881	1.12170214333994	1.20314058671235	1.35434031846416	1.59962599411664
5	232	11087	0	507.630034861893	760.729149906141	5.19833735585948	508	761	5	100.259607892196	150.297302936444	1.87933494234379	18645	291.49809282	1647.272998224	508.630034861893	761.729149906141	6.19833735585948	1030.36996513811	777.270850093859	46.8016626441405	100.556157892196	150.593852936444	2.47933494234379	203.704142107804	153.666447063556	18.7206650576562	1	5	1	1	63.5439567842482	0	0	1	0	0	1	1938.771091044	5823.4351863	348.890932656	1422.610751304	0.129118726862223	0.0190343208509515	0.298876959509523	276	56	64	0.202898550724638	0.231884057971014	7	0.00027027027027027	18575	194.629110084	1	2	2	2	12	0.00012227928588897	0.00016600734047863	0.000202798696034407	0.000236350757707794	0.000301750150875075	0	5.25	816	2272.5	23946	0.125072928	1.156924584	2.517092676	5.690818224	194.629110084	8	272	64	8	133	17	2.04511278195489	34	16.625	5.35326534048498	8.07714577699884	10.8872260234734	35.4800996320038	74.0729325347084	5.13988655170322	5.95041280052525	8.71165933080816	23.5318086956441	36.5976810368422	1.00325131771705	1.08730908227028	1.3570669025024	1.76631872723987	2.02397885429245
6	305	22245	0	1409.32144382742	918.328064929517	7.68056386159761	1409	918	8	278.523999444682	181.454608436566	2.87222554463904	23410	365.99465556	933.857016912	1410.32144382742	919.328064929517	8.68056386159761	128.678556172576	619.671935070483	44.3194361384024	278.820549444682	181.751158436566	3.47222554463904	25.4397505553182	122.509141563434	17.727774455361	1	6	1	1	63.6745084748131	0	0	1	1	0	0	1299.851672472	3508.50803928	505.185190308	702.003076632	0.16416888429513	0.036861226847517	0.280373617820105	157	32	34	0.203821656050955	0.21656050955414	8	0.00075187969924812	6155.5	423.043544844	1	2	2	2	8	0.000271370420624152	0.000403603740689959	0.000475963826749167	0.000593674691841457	0.00075187969924812	0	131.25	459	1218.75	6836.5	0.15634116	1.235095164	3.079920852	5.331233556	423.043544844	5	146	29	5.8	55	4	2.65454545454545	29.2	11	10.3662465860465	11.3636196455891	24.4090586882671	31.3298393529038	32.1978359082748	6.84619451897015	7.73529039822122	14.2831004036025	21.3527278631285	27.7828065365239	1.11725599524921	1.24731925680061	1.67615277069475	1.7085409296581	1.70894679716112
7	534	33126	0	1066.72766828031	1112.64416205625	8.75167127708622	1067	1113	9	210.793210019018	219.87090083852	3.30066851083449	34704	542.566361664	1058.992481376	1067.72766828031	1113.64416205625	9.75167127708622	471.272331719686	425.355837943753	43.2483287229138	211.089760019018	220.16745083852	3.90066851083449	93.170539980982	84.0928491614799	17.2993314891655	1	7	2	4	37.6490958472288	0	0	1	0	0	1	1601.55884304	4495.34478918	603.570682296	874.228498488	0.147259408018818	0.0319341100535759	0.333189717075973	233	39	46	0.167381974248927	0.197424892703863	11	0.000416666666666667	16420	572.255547948	1	2	2	2	11	0.000153704272978789	0.00022331561142666	0.000272702481592582	0.000337837953592852	0.000434404865334492	0	231	788.5	2574.25	16420	0.140707044	1.090479591	2.26694682	4.975557417	572.255547948	7	223	42	6	86	6	2.59302325581395	31.8571428571429	12.2857142857143	2.48760849975094	8.6918844796067	22.9631379225108	29.693830546804	38.7232350951203	2.14270512344309	2.76860720454815	17.2254121831418	19.6426268831873	30.4673638160286	1	1.16212289542058	1.2709742572066	1.910619160122	7.69478404152518
8	365	29205	0	1018.07776923077	1254.21794230769	9.82163461538462	1018	1254	10	201.175124976923	247.860037194231	3.72865384615385	52000	812.974032	2075.647776624	1019.07776923077	1255.21794230769	10.8216346153846	519.922230769231	283.782057692308	42.1783653846154	201.471674976923	248.156587194231	4.32865384615385	102.788625023077	56.1037128057692	16.8713461538462	1	7	3	6	37.6490958472288	0	0	1	0	0	1	2888.621808624	7488.78687684	925.524033084	1765.842133968	0.130978429030677	0.0243261170074212	0.333551449680559	331	69	79	0.208459214501511	0.238670694864048	18	0.000294464075382803	37134.6666666667	528.057902016	1	2	2	2	18	8.98714837781972e-05	0.00014289339296476	0.000179083094555874	0.000231160573423432	0.000294464075382803	0	0	656	3431.75	37134.6666666667	0.171975276	1.031851656	2.235678588	5.280422679	528.057902016	8	300	69	8.625	146	16	2.05479452054795	37.5	18.25	2.46789886325495	10.0145354812	29.9284219709877	49.6600789958208	53.7677052823676	2.46789886325495	6.40358082121822	17.8890682398402	30.364716015575	36.557317669547	1	1.39600489901491	1.61105299266398	1.66133041220494	1.91978664316515
9	366	12794	0	18.9515111012104	1271.14205093933	8.22633103141011	19	1271	8	3.64786374470929	251.205933470706	3.09053241256405	13467	210.544640172	295.125207732	19.9515111012104	1272.14205093933	9.22633103141011	1519.04848889879	266.857949060667	43.7736689685899	3.94441374470929	251.502483470706	3.69053241256405	300.315886255291	52.7578165292938	17.509467587436	1	8	1	1	49.8666187049615	1	0	1	0	0	0	505.669847904	1414.05684168	231.30674622	246.925228104	0.217067745656555	0.0542107361366075	0.328615853271562	58	10	18	0.172413793103448	0.310344827586207	7	0.00393700787401575	1283	214.10921862	1	1	2	2	7	0.00146627565982405	0.00193798449612403	0.0023980953257269	0.00290697674418605	0.00393700787401575	0	0	83	317	1283	0.31268232	1.32889986	2.360751516	6.40998756	214.10921862	5	49	13	2.6	20	0	2.45	9.8	4	3.55438397058538	5.87253860161803	8.99570406291735	15.974718334671	19.2602999352248	3.47639970913463	5.239039185604	8.56303782896223	12.4209392675538	13.6068831627973	1.02243247841894	1.04350351163124	1.0935292300078	1.25578085149704	1.60160494930781
10	3290	11582	0	372.675707180603	917.581248057196	12.1167625116568	373	918	12	73.5791373096052	181.306962740908	4.64670500466273	25736	402.359609376	1426.2222321	373.675707180603	918.581248057196	13.1167625116568	1165.3242928194	620.418751942804	39.8832374883432	73.8756873096052	181.603512740908	5.24670500466273	230.384612690395	122.656787259092	15.9532949953373	1	5	2	2	57.9859738713194	0	0	1	0	0	0	1828.581841476	5098.22050062	464.348879316	1204.2177849	0.141843175247175	0.0246249292513916	0.308263935585096	247	44	58	0.178137651821862	0.234817813765182	10	0.000495049504950495	23276.5	216.860823036	1	2	2	2	10	0.000166417041105009	0.000246806938094088	0.000284819139846198	0.000344920169606248	0.000495049504950495	0	31.25	729	2226.5	23276.5	0.125072928	1.227278106	2.548360908	5.702543811	216.860823036	13	238	57	4.38461538461539	103	6	2.31067961165049	18.3076923076923	7.92307692307692	2.06043516288168	6.53498666377432	15.8109631249768	19.3600083816413	47.7969676767363	2.06043516288168	5.13698047966565	12.750067322592	14.2489286524459	33.5392837744451	1	1.15183637142216	1.29561840547313	1.45693768728444	2.02849823766873
