soma	seedNode	overlap	mergedSoma	somaCogV_1	somaCogV_2	somaCogV_3	somaCogO_1	somaCogO_2	somaCogO_3	somaCogM_1	somaCogM_2	somaCogM_3	somaVolV	somaVol	branchVol	stackDistV_1	stackDistV_2	stackDistV_3	stackDistV_4	stackDistV_5	stackDistV_6	stackDistM_1	stackDistM_2	stackDistM_3	stackDistM_4	stackDistM_5	stackDistM_6	nucleiN	group	groupDegree	groupDegreeMultiple	groupShortestDist	stackTouch_1	stackTouch_2	stackTouch_3	stackTouch_4	stackTouch_5	stackTouch_6	cellVol	cellArea	somaNodesVol	branchNodesVol	sphericity	circularity	solidity	nodesN	nodesBranching	nodesEnding	nodesBranchingRatio	nodesEndingRatio	degreeSeed	closenessSeed	betweennessSeed	volumeSeed	degree_1	degree_2	degree_3	degree_4	degree_5	closeness_1	closeness_2	closeness_3	closeness_4	closeness_5	betweenness_1	betweenness_2	betweenness_3	betweenness_4	betweenness_5	volume_1	volume_2	volume_3	volume_4	volume_5	branchN	branchNodesN	branchEndNodesN	branchEndNodesPerBranch	branchSegmentsN	branchCyclesN	branchNodesPerSegment	branchNodesPerBranch	branchSegmentsPerBranch	branchLengthSkel_1	branchLengthSkel_2	branchLengthSkel_3	branchLengthSkel_4	branchLengthSkel_5	branchLengthAir_1	branchLengthAir_2	branchLengthAir_3	branchLengthAir_4	branchLengthAir_5	branchLengthRatio_1	branchLengthRatio_2	branchLengthRatio_3	branchLengthRatio_4	branchLengthRatio_5
1	3	15655	0	63.1540101845958	13.1248567791216	10.7906110757479	63	13	11	12.3866978134946	2.49593418523234	4.11624443029917	31420	491.22392472	248.019616224	64.1540101845958	14.1248567791216	11.7906110757479	1474.8459898154	1524.87514322088	41.2093889242521	12.6832478134946	2.79248418523234	4.71624443029917	291.577052186505	301.467815814768	16.4837555697008	1	1	1	1	30.5557684512923	0	1	1	0	0	0	739.243540944	1439.80604094	569.4726753	131.40474498	0.274602924954201	0.125373704132039	0.556907141996869	62	11	17	0.17741935483871	0.274193548387097	7	0.00420168067226891	823	282.930597252	1	1	2	2	9	0.00173913043478261	0.00230414746543779	0.00282494892747702	0.00338983050847458	0.00476190476190476	0	0	60	176	1463	0.140707044	0.578462292	1.36798515	3.111189084	282.930597252	8	40	12	1.5	17	0	2.35294117647059	5	2.125	2.59955924432975	2.93436018890131	4.1881145734535	7.98299962638748	11.541564371258	2.15012058603628	2.84890535049514	3.71378113219424	4.84042063767473	8.7133298381943	1.00321627860256	1.02033845843372	1.03817559208439	1.28158567092546	2.94676561162835
2	8	27843	0	718.532700243061	22.2326606749195	8.80292238991578	719	22	9	141.955064838053	4.29654701543158	3.32116895596631	35382	553.166292312	563.015785392	719.532700243061	23.2326606749195	9.80292238991578	819.467299756939	1515.76733932508	43.1970776100842	142.251614838053	4.59309701543158	3.92116895596631	162.008685161947	299.667202984568	17.2788310440337	1	2	1	1	45.6842533043742	0	1	1	0	0	1	1116.182077704	2482.4821278	772.137721008	277.693168392	0.209614517220674	0.0641949258305633	0.471003637919966	97	17	24	0.175257731958763	0.247422680412371	15	0.00175438596491228	3550	562.20281136	1	1.75	2	2	15	0.000516795865633075	0.000931098696461825	0.00117785630153121	0.00137852085577959	0.00175438596491228	0	0.75	188	566.75	3550	0.031268232	0.805156974	1.813557456	5.022459765	562.20281136	9	74	15	1.66666666666667	23	1	3.21739130434783	8.22222222222222	2.55555555555556	2.15293568219364	2.88382848137121	6.94634304328053	11.3880391677978	25.3197931556442	2.15293568219364	2.87361673045426	4.86639977428101	10.6272026421604	20.6574826888932	1	1.01106461898539	1.16392366641954	1.18373297472399	1.61091088532726
3	27	46526	0	1049.73550006366	96.6237018714876	13.4636705890912	1050	97	13	207.433858362585	19.0036558599931	5.18546823563647	54983	859.610600028	909.82738062	1050.73550006366	97.6237018714876	14.4636705890912	488.264499936344	1441.37629812851	38.5363294109088	207.730408362585	19.3002058599931	5.78546823563647	96.5298916374152	284.960094140007	15.4145317643635	2	3	0	0	Inf	0	0	1	0	0	1	1769.437980648	3672.89005368	1200.559401756	495.648379548	0.192619282035011	0.108974132549868	0.655243317340644	107	20	33	0.186915887850467	0.308411214953271	29	0.00303951367781155	5011.5	1064.120471424	1	1	2	2	29	0.000788643533123028	0.00146092272178346	0.00186915887850467	0.00230414746543779	0.00303951367781155	0	0	105	241.5	5011.5	0.171975276	1.067028417	2.923579692	5.702543811	1064.120471424	12	76	21	1.75	35	4	2.17142857142857	6.33333333333333	2.91666666666667	3.04882024350393	3.61634630416979	6.09120712919645	8.30036511510164	18.9166940275769	3.00224279386414	3.5657260372292	5.25114904704657	6.75986771264386	12.8751887180167	1	1.00870297838939	1.03424943023482	1.23811282722309	2.05634741544331
4	45	14168	0	1184.94012204424	92.7594529802768	7.03160074098289	1185	93	7	234.163812128146	18.2396938542007	2.61264029639316	18354	286.948565064	330.6615534	1185.94012204424	93.7594529802768	8.03160074098289	353.059877955759	1445.24054701972	44.9683992590171	234.460362128146	18.5362438542007	3.21264029639316	69.7999378718536	285.724056145799	17.9873597036068	1	4	0	0	Inf	0	0	1	0	0	1	617.610118464	1502.5625055	359.490863304	214.875290304	0.233414507526405	0.087824808431651	0.489352417524873	62	18	16	0.290322580645161	0.258064516129032	6	0.0033112582781457	885	241.765969824	1	1	2	3	6	0.00139275766016713	0.00196850393700787	0.00233372546456659	0.00286532951289398	0.00357142857142857	0	0	118	228	935	0.15634116	0.922412844	1.899545094	4.76840538	241.765969824	6	57	14	2.33333333333333	27	2	2.11111111111111	9.5	4.5	4.43468524652284	4.78982736912238	9.13361684258222	11.7216246262338	22.0465489808752	4.31097409453963	4.38020944458259	6.94936256485097	7.03565970625543	17.9058960672969	1.02869679781651	1.09351560232957	1.19899624198183	1.46108262336901	1.67105229858869
5	105	5998	0	1348.60582407685	176.975682978085	4.0268187731412	1349	177	4	266.520521419994	34.8892425247673	1.41072750925648	9993	156.231721188	361.570200732	1349.60582407685	177.975682978085	5.0268187731412	189.394175923146	1361.02431702192	47.9731812268588	266.817071419994	35.1857925247673	2.01072750925648	37.443228580006	269.074507475233	19.1892724907435	1	5	0	0	Inf	0	0	1	0	0	0	517.80192192	1454.6599932	231.478721496	238.65478074	0.214370523437566	0.0785619682001388	0.491988767756855	66	13	21	0.196969696969697	0.318181818181818	12	0.0037037037037037	1564	148.195785564	1	1	2	2	12	0.0010515247108307	0.00199203187250996	0.00246032610669281	0.00294117647058824	0.0037037037037037	0	0	95	244	1564	0.171975276	1.313265744	2.634348546	4.987283004	148.195785564	8	55	15	1.875	23	2	2.39130434782609	6.875	2.875	2.07167173372911	3.84746456158878	5.35206642518258	6.58833096783976	23.159033333819	2.03794647611426	3.12193055053087	5.00513236684521	5.5424767654399	6.03351147603076	1	1.03604240328656	1.06840572958317	1.43340263735068	4.30492678492318
6	141	6553	0	912.463512429832	260.850383778211	3.27242524916944	912	261	3	180.295186407378	51.4712708729522	1.10897009966777	8729	136.470198564	174.273491052	913.463512429832	261.850383778211	4.27242524916944	625.536487570168	1277.14961622179	48.7275747508306	180.591736407378	51.7678208729522	1.70897009966777	123.668563592622	252.492479127048	19.4910299003322	1	6	1	4	14.9567890160318	0	0	1	0	0	0	310.743689616	821.99365956	143.552453112	144.396695376	0.269908898107903	0.115970324223297	0.434218289085546	29	6	6	0.206896551724138	0.206896551724138	3	0.00704225352112676	197	103.560384384	1	2	2	2	4	0.00327868852459016	0.00446533490011751	0.00529100529100529	0.00617283950617284	0.0072992700729927	0	20.25	75	150.25	220	0.3908529	1.559503071	3.28316436	10.048828059	103.560384384	3	24	5	1.66666666666667	9	0	2.66666666666667	8	3	2.83766989927745	5.68638433303961	14.2325276343261	17.9681081827657	19.2133016989122	2.83766989927745	5.15520937425627	12.1078277991927	14.8423735457666	15.7538887946245	1	1.04387037605695	1.17548150422779	1.20856365985752	1.21959104506743
7	171	31272	0	1337.06105610561	318.497905559787	8.45151053566895	1337	318	8	264.238120792079	62.8681859291698	3.18060421426758	31512	492.662263392	883.452626928	1338.06105610561	319.497905559787	9.45151053566895	200.938943894389	1219.50209444021	43.548489464331	264.534670792079	63.1647359291698	3.78060421426758	39.7256292079208	241.09556407083	17.4193957857324	1	7	0	0	Inf	0	0	1	0	0	0	1376.11489032	2693.25025596	692.544436452	628.56963378	0.222148751848554	0.0728012737286777	0.54063566552901	75	13	35	0.173333333333333	0.466666666666667	18	0.0050251256281407	2377.5	594.143310348	1	1	2	2	18	0.00156739811912226	0.00236970835660725	0.00291545189504373	0.00361059526199558	0.0050251256281407	0	0	64.5	145	2377.5	0.23451174	0.769980213	2.11060566	4.139132211	594.143310348	9	51	21	2.33333333333333	27	0	1.88888888888889	5.66666666666667	3	2.22347980610152	3.47069058981242	4.93468569408079	7.46141832131953	25.3323821266964	2.22347980610152	2.61249654697713	3.7181166991734	7.21016775022753	16.9831087716211	1	1.01108653088057	1.03377372042729	1.48237960808238	1.76436364795285
8	1038	39677	0	602.186922201678	278.9753946807	9.56946024747547	602	279	10	118.953504519272	55.0545855283743	3.62778409899019	56248	879.387756768	832.094555868	603.186922201678	279.9753946807	10.5694602474755	935.813077798322	1259.0246053193	42.4305397525245	119.250054519272	55.3511355283743	4.22778409899019	185.010245480728	248.909164471626	16.9722159010098	1	8	1	1	34.4405500227545	0	0	1	0	0	0	1711.482312636	3445.47795792	1179.031224024	449.465200884	0.200824298572378	0.0656330765822509	0.469142447075709	107	15	38	0.14018691588785	0.355140186915888	25	0.00304878048780488	4954.5	928.2756375	1	1	2	2	25	0.000997008973080758	0.0013755236476231	0.00185528756957328	0.00224684480378624	0.00304878048780488	0	0	105	309	4954.5	0.250145856	1.321082802	2.485824444	5.210069157	928.2756375	11	80	25	2.27272727272727	37	3	2.16216216216216	7.27272727272727	3.36363636363636	2.32215121604545	4.4151943304205	6.51744822914428	8.18982134461834	11.7485829259062	2.19592347807878	4.13156069897414	5.75010759016508	7.39380937482943	10.6764873397301	1.0285115110963	1.05766437955642	1.10114253520862	1.2608153132269	1.60055290462027
9	183	12833	0	332.203738824167	343.3399620699	4.15020319696559	332	343	4	65.5778291655378	67.7794605012192	1.46008127878624	18455	288.52761078	239.327047728	333.203738824167	344.3399620699	5.15020319696559	1205.79626117583	1194.6600379301	47.8497968030344	65.8743791655378	68.0760105012192	2.06008127878624	238.385920834462	236.184289498781	19.1399187212138	1	9	0	0	Inf	0	0	1	0	0	0	527.854658508	1131.30649938	360.084959712	140.3161911	0.279198714784682	0.157737846158742	0.574232003668042	32	7	11	0.21875	0.34375	3	0.00854700854700855	86	204.119018496	1	1	2	2	4	0.0048780487804878	0.00581395348837209	0.00680272108843537	0.00826446280991736	0.010752688172043	0	0	30	85	293	0.500291712	1.883910978	3.767821956	9.427371948	204.119018496	4	24	8	2	10	0	2.4	6	2.5	4.46364413487428	5.02805364729046	6.53823319887998	7.53802268286113	7.59204212766894	3.24561351427617	4.25216280329002	5.54356307021926	6.25353534309694	6.67865663805922	1.06346631295735	1.09202571556943	1.2115882687786	1.33893829486326	1.37528517035084
10	885	52306	0	510.267114323109	368.748629526357	8.92680058422959	510	369	9	100.780958501679	72.8027540573607	3.37072023369184	52719	824.214961404	624.03574014	511.267114323109	369.748629526357	9.92680058422959	1027.73288567689	1169.25137047364	43.0731994157704	101.077508501679	73.0993040573607	3.97072023369184	203.182791498321	231.160995942639	17.2292797663082	1	8	2	3	34.4405500227545	0	0	1	0	0	0	1448.250701544	2782.01217852	979.821317952	418.431480624	0.222512422888273	0.0555287512544293	0.465197393637409	86	9	26	0.104651162790698	0.302325581395349	26	0.00411522633744856	3335.5	941.861684304	1	1	2	2	26	0.001085776330076	0.00184842883548983	0.00244498777506112	0.00305810397553517	0.00411522633744856	0	0	84	246	3335.5	0.125072928	0.844242264	2.50145856	4.76840538	941.861684304	9	48	14	1.55555555555556	16	0	3	5.33333333333333	1.77777777777778	2.31282040597631	3.71159219966828	4.89351675865896	10.7060875770403	16.637223651711	2.31282040597631	3.25041840320685	4.50274389497409	7.50738776676449	10.4362538980736	1	1.03784905358435	1.08284868179085	1.30047840987276	2.49227690221975
