soma	seedNode	overlap	mergedSoma	somaCogV_1	somaCogV_2	somaCogV_3	somaCogO_1	somaCogO_2	somaCogO_3	somaCogM_1	somaCogM_2	somaCogM_3	somaVolV	somaVol	branchVol	stackDistV_1	stackDistV_2	stackDistV_3	stackDistV_4	stackDistV_5	stackDistV_6	stackDistM_1	stackDistM_2	stackDistM_3	stackDistM_4	stackDistM_5	stackDistM_6	nucleiN	group	groupDegree	groupDegreeMultiple	groupShortestDist	stackTouch_1	stackTouch_2	stackTouch_3	stackTouch_4	stackTouch_5	stackTouch_6	cellVol	cellArea	somaNodesVol	branchNodesVol	sphericity	circularity	solidity	nodesN	nodesBranching	nodesEnding	nodesBranchingRatio	nodesEndingRatio	degreeSeed	closenessSeed	betweennessSeed	volumeSeed	degree_1	degree_2	degree_3	degree_4	degree_5	closeness_1	closeness_2	closeness_3	closeness_4	closeness_5	betweenness_1	betweenness_2	betweenness_3	betweenness_4	betweenness_5	volume_1	volume_2	volume_3	volume_4	volume_5	branchN	branchNodesN	branchEndNodesN	branchEndNodesPerBranch	branchSegmentsN	branchCyclesN	branchNodesPerSegment	branchNodesPerBranch	branchSegmentsPerBranch	branchLengthSkel_1	branchLengthSkel_2	branchLengthSkel_3	branchLengthSkel_4	branchLengthSkel_5	branchLengthAir_1	branchLengthAir_2	branchLengthAir_3	branchLengthAir_4	branchLengthAir_5	branchLengthRatio_1	branchLengthRatio_2	branchLengthRatio_3	branchLengthRatio_4	branchLengthRatio_5
1	2752	15469	0	778.034570482663	275.55424289946	12.0680257884649	778	276	12	153.718584584422	54.3782238212232	4.62721031538596	28695	448.62095862	828.389270376	779.034570482663	276.55424289946	13.0680257884649	759.965429517337	1262.44575710054	39.9319742115351	154.015134584422	54.6747738212232	5.22721031538596	150.245165415578	249.585526178777	15.972789684614	1	1	0	0	Inf	0	0	1	0	0	0	1277.010228996	3359.15217384	484.641961884	692.82585054	0.169453559828297	0.0238391266839961	0.276524467814435	147	30	38	0.204081632653061	0.258503401360544	7	0.00099009900990099	5514	247.237910424	1	1	2	2	7	0.000350385423966363	0.000507421057104667	0.000612369871402327	0.000758445767832501	0.00103842159916926	0	0	289	1104	7602.5	0.031268232	1.5634116	3.1268232	6.011317602	247.237910424	9	133	32	3.55555555555556	57	3	2.33333333333333	14.7777777777778	6.33333333333333	2.59312911603173	8.38007043404548	16.2531980095312	22.1481639088988	29.9859959021103	2.59312911603173	7.6285758367685	15.5345775804328	17.614820870525	21.0478236768477	1	1.01552294193104	1.10959811227508	1.24363918139773	1.47096868934798
2	54	12327	0	1374.9417566259	356.297277911272	6.60502815335509	1375	356	7	271.727135284941	70.3411218430585	2.44201126134204	27883	435.926056428	411.583737816	1375.9417566259	357.297277911272	7.60502815335509	163.058243374099	1181.70272208873	45.3949718466449	272.023685284941	70.6376718430585	3.04201126134204	32.2366147150594	233.622628156942	18.157988738658	1	2	1	1	50.0452837895269	0	0	1	0	0	1	847.509794244	2045.76270918	454.124167452	332.881597872	0.211702189896963	0.0274723171227054	0.218212104386452	87	16	22	0.183908045977011	0.252873563218391	5	0.00107991360691145	2188	195.34827942	1	1.25	2	2	5	0.000546448087431694	0.000708216364619921	0.000832639467110741	0.000955566826733612	0.00110987791342952	0	0	328	838.5	2188	0.359584668	2.008983906	3.627114912	6.09730524	195.34827942	6	81	19	3.16666666666667	31	0	2.61290322580645	13.5	5.16666666666667	2.5160606587708	3.74815831564623	8.62188422486036	15.7638361099359	54.0273810177276	2.22149080334427	2.5160606587708	5.91332517795558	13.0598038000709	34.1240631941002	1	1.16118966273413	1.39515670774109	1.68722657325598	1.91503585827828
3	214	8505	0	1050.37260418498	871.691694507942	4.00287204735947	1050	872	4	207.559813847371	172.23459800422	1.40114881894379	17061	266.733653076	945.113580432	1051.37260418498	872.691694507942	5.00287204735947	487.627395815017	666.308305492058	47.9971279526405	207.856363847371	172.53114800422	2.00114881894379	96.4039361526288	131.72915199578	19.1988511810562	1	3	0	0	Inf	0	0	1	0	0	0	1211.847233508	3728.82017448	332.506379088	770.996430540001	0.147415992930244	0.0395338319598388	0.396431641030201	185	40	53	0.216216216216216	0.286486486486487	5	0.000619195046439629	9137	143.786964852	1	1	2	2	6	0.000223463687150838	0.000340948902907868	0.000410677618069815	0.000478643154903281	0.000632911392405063	0	0	364	1563.75	9137	0.23451174	1.430521614	2.767238532	5.663458521	143.786964852	5	171	46	9.2	81	3	2.11111111111111	34.2	16.2	5.00576038031879	6.62441777706279	34.3646607458102	36.1868472474079	39.9355837165074	4.98405475406807	6.47624490397994	17.1319826115471	21.1975963591609	23.421126803151	1.00435501360273	1.02155818304532	1.46725053131034	1.97399582341283	2.0393009505407
4	219	3515	0	386.677100744568	881.960796231576	3.94392949399787	387	882	4	76.347212817201	174.264799414983	1.37757179759915	6581	102.888117396	533.889427284	387.677100744568	882.960796231576	4.94392949399787	1151.32289925543	656.039203768424	48.0560705060021	76.643762817201	174.561349414983	1.97757179759915	227.616537182799	129.698950585017	19.2224282024009	1	4	1	1	32.276946742592	0	0	1	0	0	0	636.77754468	1934.54558568	154.246188456	439.990926588	0.185024958985322	0.0446724264811813	0.286065119226808	77	16	17	0.207792207792208	0.220779220779221	4	0.00248756218905473	1452.33333333333	87.00385554	1	2	2	2	6	0.000855431993156544	0.00133744528029241	0.00163398692810458	0.00194608870921033	0.00255754475703325	0	20.9583333333333	149	356.5	1685.83333333333	0.23451174	0.812974032	1.688484528	5.624373231	87.00385554	5	71	17	3.4	30	2	2.36666666666667	14.2	6	6.83125114731165	8.63514400526716	11.9337267177444	20.0765983633197	26.8086860280446	5.99879644602916	7.60534102683086	10.7165802997721	17.6565438236079	23.9223339889411	1.11357600875703	1.11888534096617	1.13457869205422	1.14044445648256	1.14546696652434
5	339	8134	0	339.441661576054	1010.64263897373	3.85277947464875	339	1011	4	67.0087664935858	199.705199725107	1.3411117898595	9822	153.558287352	418.36894416	340.441661576054	1011.64263897373	4.85277947464875	1198.55833842395	527.357361026268	48.1472205253513	67.3053164935858	200.001749725107	1.9411117898595	236.954983506414	104.258550274893	19.2588882101405	1	4	1	1	69.3164680244733	0	0	1	0	0	1	571.927231512	1923.15980544	161.156467728	364.19673222	0.173259052287746	0.0431750363789093	0.360099962278386	103	17	28	0.16504854368932	0.271844660194175	5	0.00133511348464619	2762	129.99767454	1	1	2	2	5	0.000539083557951483	0.000727283159118293	0.000857632933104631	0.00105291934521837	0.0013986013986014	0	0	200	920	3245	0.203243508	1.051394301	2.454556212	4.502625408	129.99767454	5	97	27	5.4	42	0	2.30952380952381	19.4	8.4	7.55758848946117	12.2804817008427	14.5286642784366	22.5264981018969	38.7085222006973	7.46167299520596	10.7992514334681	12.6549882178187	16.7684195701147	19.8154834780638	1.01285442210036	1.06890499653891	1.0948077706198	1.40312883327627	1.95344828419395
6	392	3967	0	776.259339538442	1099.20196353436	4.34731607803137	776	1099	4	153.36762142675	217.213378190743	1.53892643121255	7843	122.618371788	725.751298836	777.259339538442	1100.20196353436	5.34731607803137	761.740660461558	438.798036465638	47.6526839219686	153.66417142675	217.509928190743	2.13892643121255	150.59612857325	86.7503718092567	19.0610735687875	1	5	0	0	Inf	0	0	1	0	0	0	848.369670624	2653.6161903	130.591770948	636.93388584	0.163318771923163	0.0327629684750262	0.261466797236853	135	25	27	0.185185185185185	0.2	2	0.000898472596585804	4453	69.853230288	1	2	2	2	4	0.000353356890459364	0.000493949213672397	0.000583771161704612	0.000673745577377898	0.000907441016333938	0	133	393	1017	5178	0.218877624	1.21164399	2.7359703	5.847159384	69.853230288	3	132	27	9	53	2	2.49056603773585	44	17.6666666666667	16.624209819897	20.2681978653645	31.2001620017669	33.5742503453527	34.365613126548	10.9482913280979	14.1916056499202	23.9215486153868	26.8299509184434	27.7994183527956	1.23619899849783	1.2532167884734	1.30427015840013	1.46488975315624	1.51842961807494
7	3605	13853	0	1053.10079063311	1088.72496831432	12.7503772104533	1053	1089	13	208.099176308166	215.142076235741	4.9001508841813	16569	259.041668004	1447.40645928	1054.10079063311	1089.72496831432	13.7503772104533	484.89920936689	449.275031685678	39.2496227895467	208.395726308166	215.438626235741	5.5001508841813	95.8645736918341	88.8216737642586	15.6998491158187	1	6	2	5	49.1708825079483	0	0	1	0	0	0	1706.448127284	5467.19058072	298.424006208	1261.266674184	0.126313171217487	0.0180846878098822	0.288850442696597	275	51	64	0.185454545454545	0.232727272727273	6	0.000279173646007817	24628	231.087868596	1	2	2	2	9	0.000115513457317778	0.00015792841105127	0.000180538003249684	0.000208953748283606	0.000279173646007817	0	273	813	2385	24628	0.171975276	1.199918403	2.610897372	5.761171746	231.087868596	8	271	64	8	119	6	2.27731092436975	33.875	14.875	5.89529973136646	7.77334023424126	17.5365637763527	51.1160435783787	60.1691576379749	5.6896937153592	6.49476400984189	12.4312031543968	28.4651584818363	44.9114161428383	1.0054265418855	1.21792506552499	1.34458474931991	1.58817081565214	1.8745102887722
8	395	23328	0	1335.35307201612	1109.36830619439	9.29028873594091	1335	1109	9	263.900452337586	219.223264134632	3.51611549437636	23828	372.529716048	1619.272296468	1336.35307201612	1110.36830619439	10.2902887359409	202.646927983885	428.631693805607	42.7097112640591	264.197002337586	219.519814134632	4.11611549437636	40.063297662414	84.7404858653685	17.0838845056236	1	7	1	1	75.7325755875039	0	0	1	0	0	0	1991.802012516	4751.39147616	448.511519808	1392.515078004	0.161124192864188	0.0389719982106592	0.390910056281194	174	33	39	0.189655172413793	0.224137931034483	9	0.000669344042838019	10594.5	398.98264032	1	2	2	2	12	0.000220799293442261	0.000346500346500347	0.000406422281422281	0.000472143531633617	0.000669344042838019	0	1	342.5	1320	10594.5	0.07817058	1.547777484	3.978882522	7.50437568	398.98264032	7	169	37	5.28571428571429	77	8	2.19480519480519	24.1428571428571	11	2.15858158183087	7.03277445401527	26.2328307805909	39.595674434333	42.3692619124934	2.15858158183087	6.79917188671879	12.5322916232763	20.2206668476925	28.6503045522993	1	1.02440062636837	1.47884158910601	2.03003345741724	2.10201574321517
9	2380	14130	0	714.562866633684	1230.90819139162	9.60385892995972	715	1231	10	141.170228733479	243.251699438123	3.64154357198389	14149	221.207107284	518.474188908	715.562866633684	1231.90819139162	10.6038589299597	823.437133366316	307.091808608382	42.3961410700403	141.466778733479	243.548249438123	4.24154357198389	162.793521266521	60.7120505618772	16.9584564280161	1	8	0	0	Inf	0	0	1	0	0	0	739.681296192	1902.42491082	310.80622608	381.957087996	0.207908873435432	0.0660846152930583	0.394004403545419	74	10	23	0.135135135135135	0.310810810810811	11	0.003003003003003	1987	309.86817912	1	1	2	2	11	0.00117233294255569	0.0015552099533437	0.00183824150573606	0.00218818380743982	0.003003003003003	0	0	119	340	1987	0.23451174	1.281997512	2.861043228	6.660133416	309.86817912	5	64	17	3.4	26	0	2.46153846153846	12.8	5.2	3.08518896352714	11.1958345411685	16.5843012859215	17.7337152388984	21.0889460669978	2.33768600803336	8.60506572291814	14.3337152283434	15.838895877483	17.1353580985254	1.07643144132063	1.13849018889126	1.23072689498171	1.30472539136354	1.31976191538343
10	1637	16843	0	47.765437215085	1266.23024095672	8.35634361494287	48	1266	8	9.34437693742229	250.234868637144	3.14253744597715	16891	264.075853356	359.459595072	48.765437215085	1267.23024095672	9.35634361494287	1490.23456278491	271.769759043277	43.6436563850571	9.64092693742229	250.531418637144	3.74253744597715	294.619373062578	53.7288813628559	17.4574625540229	1	9	0	0	Inf	1	0	1	0	0	0	623.535448428	1817.37666414	302.848461036	287.448856776	0.194213736106321	0.0291315186663854	0.222970940376632	91	18	18	0.197802197802198	0.197802197802198	7	0.00134589502018843	2798.5	293.5305279	1	2	2	2	7	0.000564015792442188	0.000705717357953809	0.000896860986547085	0.00109709369360488	0.00134589502018843	0	89	263	714.5	2798.5	0.15634116	1.082662533	2.048069196	4.315016016	293.5305279	6	82	17	2.83333333333333	33	1	2.48484848484848	13.6666666666667	5.5	2.81072163147749	5.92918679968662	11.9497720402405	27.3331345161902	38.510408507909	2.68689945433863	5.86159168462209	7.75258330782845	14.1527907753564	25.5683665849525	1.01153187030101	1.04608366604077	1.30179389267074	1.93128937960307	2.18886873153473
