soma	seedNode	overlap	mergedSoma	somaCogV_1	somaCogV_2	somaCogV_3	somaCogO_1	somaCogO_2	somaCogO_3	somaCogM_1	somaCogM_2	somaCogM_3	somaVolV	somaVol	branchVol	stackDistV_1	stackDistV_2	stackDistV_3	stackDistV_4	stackDistV_5	stackDistV_6	stackDistM_1	stackDistM_2	stackDistM_3	stackDistM_4	stackDistM_5	stackDistM_6	nucleiN	group	groupDegree	groupDegreeMultiple	groupShortestDist	stackTouch_1	stackTouch_2	stackTouch_3	stackTouch_4	stackTouch_5	stackTouch_6	cellVol	cellArea	somaNodesVol	branchNodesVol	sphericity	circularity	solidity	nodesN	nodesBranching	nodesEnding	nodesBranchingRatio	nodesEndingRatio	degreeSeed	closenessSeed	betweennessSeed	volumeSeed	degree_1	degree_2	degree_3	degree_4	degree_5	closeness_1	closeness_2	closeness_3	closeness_4	closeness_5	betweenness_1	betweenness_2	betweenness_3	betweenness_4	betweenness_5	volume_1	volume_2	volume_3	volume_4	volume_5	branchN	branchNodesN	branchEndNodesN	branchEndNodesPerBranch	branchSegmentsN	branchCyclesN	branchNodesPerSegment	branchNodesPerBranch	branchSegmentsPerBranch	branchLengthSkel_1	branchLengthSkel_2	branchLengthSkel_3	branchLengthSkel_4	branchLengthSkel_5	branchLengthAir_1	branchLengthAir_2	branchLengthAir_3	branchLengthAir_4	branchLengthAir_5	branchLengthRatio_1	branchLengthRatio_2	branchLengthRatio_3	branchLengthRatio_4	branchLengthRatio_5
1	1184	13497	0	46.0478303425775	186.928613376835	8.24978792822186	46	187	8	9.00480605872757	36.8569368646003	3.09991517128874	15325	239.5928277	343.497162636	47.0478303425775	187.928613376835	9.24978792822186	1491.95216965742	1351.07138662316	43.7502120717781	9.30135605872757	37.1534868646003	3.69991517128874	294.958943941272	267.1068131354	17.5000848287113	1	1	0	0	Inf	1	0	1	0	0	0	583.089990336	1599.09119118	263.184708744	282.070720872	0.211073940346239	0.0424021965891101	0.286267132491266	66	13	19	0.196969696969697	0.287878787878788	7	0.00269541778975741	1598	233.667497736	1	1	2	2	7	0.000928505106778087	0.00145560407569141	0.00172711571675302	0.00206185567010309	0.00269541778975741	0	0	127.75	463	1598	0.281414088	1.09438812	3.384786114	6.206744052	233.667497736	4	58	16	4	29	2	2	14.5	7.25	10.0028939030073	11.5779447927936	17.2304795334303	24.3621543603846	27.4163453364886	7.74381869684589	7.7611389201681	9.78994639735239	18.0941056683745	24.3867776855345	1.12422992861214	1.20797809040699	1.49133878136534	1.7482457768457	1.80554024316256
2	71	29888	0	1489.26038500507	289.925691889298	7.18429051351784	1489	290	7	294.327928115501	57.2194592865142	2.67371620540713	37506	586.373154696	317.7634077	1490.26038500507	290.925691889298	8.18429051351784	48.7396149949341	1248.0743081107	44.8157094864822	294.624478115502	57.5160092865141	3.27371620540714	9.63582188449847	246.744290713486	17.9262837945929	1	2	0	0	Inf	0	0	1	1	0	0	904.136562396	1735.92058692	640.185781968	227.366948988	0.260481544827549	0.0750138557172288	0.422825958002135	54	11	20	0.203703703703704	0.37037037037037	9	0.00378787878787879	1102	480.874139928	1	1	2	2	9	0.00153374233128834	0.00201612903225806	0.00254467754467754	0.00289017341040462	0.00378787878787879	0	0	102.5	244	1102	0.109438812	1.469606904	3.650566086	8.317349712	480.874139928	4	38	12	3	18	0	2.11111111111111	9.5	4.5	3.91020581753037	5.29876388428951	7.26821271567358	18.0851676404851	28.3212318006718	3.72928503795853	4.64071042864759	5.85152383361338	14.0178241550084	21.8847364621267	1.04851352946486	1.06786087713265	1.19065855259611	1.35390885944137	1.41370883849097
3	65	3697	0	134.883984867591	278.602017654477	3.58789407313997	135	279	4	26.5677138083228	54.98076889029	1.23515762925599	3965	61.98926994	437.004810432	135.883984867591	279.602017654477	4.58789407313997	1403.11601513241	1259.39798234552	48.41210592686	26.8642638083228	55.27731889029	1.83515762925599	277.396036191677	248.98298110971	19.364842370744	1	3	0	0	Inf	0	0	1	0	0	0	498.994080372	1681.71029796	113.89453506	342.090092196	0.180910262283265	0.0463247152593229	0.312813135572201	90	15	15	0.166666666666667	0.166666666666667	6	0.00156494522691706	1925.5	105.405210072	1	2	2	2	6	0.000674763832658569	0.000963391136801541	0.00113122316704097	0.00136054421768707	0.00175438596491228	0	34.5	153	461	2511	0.171975276	1.391436324	2.923579692	5.31559944	105.405210072	4	82	14	3.5	31	5	2.64516129032258	20.5	7.75	2.99616622896171	6.79473523904263	11.5838382211422	23.9156084343504	35.2568446755399	2.99616622896171	5.13214627245305	7.54332821521796	16.0052507050978	24.1919712957041	1	1.2286889572699	1.45743965508624	1.53288983963882	1.60827828364496
4	96	20429	0	1187.41807662388	531.076380785687	9.50549397121743	1187	531	10	234.653703748541	104.89495048133	3.60219758848697	20568	321.562497888	658.649672964	1188.41807662388	532.076380785687	10.5054939712174	350.581923376118	1006.92361921431	42.4945060287826	234.950253748541	105.19150048133	4.20219758848697	69.3100462514586	199.06879951867	16.997802411513	1	4	0	0	Inf	0	0	1	0	0	0	980.212170852	2222.2525833	560.498692716	377.079243804	0.214735623977049	0.0437263151276331	0.316655585106383	90	15	22	0.166666666666667	0.244444444444444	15	0.00181488203266788	3243.5	559.07598816	1	2	2	2	15	0.000611620795107034	0.000919117647058824	0.00116424533454773	0.00143472022955524	0.00181488203266788	0	0	174	574	3243.5	0.250145856	1.063119888	2.243495646	5.049819468	559.07598816	8	80	18	2.25	30	2	2.66666666666667	10	3.75	2.11432262162792	5.62206674890106	10.7357588243184	18.7430217538926	32.5569878500171	2.11432262162792	4.07707720785913	9.79944703244172	15.6802863227236	26.9706092739202	1	1.06927881959844	1.13063560128218	1.26322858610873	1.53476461733434
5	186	14987	0	1086.80263586072	978.311584770582	5.6870728929385	1087	978	6	214.762031109665	193.313350309144	2.0748291571754	24584	384.349107744	1917.852643836	1087.80263586072	979.311584770582	6.6870728929385	451.197364139278	559.688415229418	46.3129271070615	215.058581109665	193.609900309144	2.6748291571754	89.2017188903352	110.650399690856	18.5251708428246	1	5	3	5	36.4667113554593	0	0	1	0	0	0	2302.20175158	6438.69870066	915.84651528	1227.246837768	0.130952846111886	0.0238226328870259	0.368381741569075	277	54	64	0.194945848375451	0.231046931407942	22	0.000367242012486228	24593.5	685.993741848	1	2	2	2	22	0.000115473441108545	0.000181289151488769	0.000223164472216023	0.00028304618363542	0.000367242012486228	0	0	562.5	2144	24593.5	0.093804696	1.13347341	2.81414088	5.929238493	685.993741848	12	250	54	4.5	111	9	2.25225225225225	20.8333333333333	9.25	2.36211212128272	6.47683270214551	12.1730037142672	27.7462971131653	46.2648091537964	2.36211212128272	5.33090161054217	10.7542276882057	20.7227980156854	25.3523560212207	1	1.06884803125949	1.20118267650694	1.47445609520663	1.82487217815462
6	191	85602	0	224.077635087504	1033.69646305207	8.82965028963742	224	1034	9	44.2012984567996	204.262940745395	3.33186011585497	130508	2040.377210928	1575.324796392	225.077635087504	1034.69646305207	9.82965028963742	1313.9223649125	504.303536947927	43.1703497103626	44.4978484567996	204.559490745395	3.93186011585497	259.7624515432	99.7008092546051	17.268139884145	4	6	0	0	Inf	0	0	1	0	0	0	3615.70200732	6706.60580604	2315.631457224	1115.040787236	0.169867292296936	0.028638091644912	0.35752429841741	207	44	70	0.21256038647343	0.338164251207729	22	0.000809061488673139	16086.5	1476.470280924	1	1	2	2	22	0.000234356690883525	0.000378823762444452	0.000501002004008016	0.000608272506082725	0.000809061488673139	0	0	205	1200	16086.5	0.187609392	1.614222477	3.423871404	6.828200163	1476.470280924	14	165	50	3.57142857142857	86	4	1.91860465116279	11.7857142857143	6.14285714285714	2.76689209711375	6.74712263370778	9.71433885829043	15.2855906214805	33.9623462422374	2.76689209711375	4.94320100031415	8.5648711208602	12.1383585226549	25.411856377766	1	1.07385710889321	1.12446728852822	1.22500117738349	2.17452605310696
7	260	21607	0	1519.67019902934	1099.54089674518	6.53795805690369	1520	1100	7	300.339948348101	217.280385286522	2.41518322276148	22459	351.126611244	339.322853664	1520.67019902934	1100.54089674518	7.53795805690369	18.3298009706577	438.45910325482	45.4620419430963	300.636498348101	217.576935286522	3.01518322276148	3.62380165189904	86.6833647134779	18.1848167772385	1	7	0	0	Inf	0	0	1	1	0	0	690.449464908	1496.41945248	375.45329574	284.290765344	0.252455814452761	0.0596262683824317	0.396907817969662	51	12	14	0.235294117647059	0.274509803921569	5	0.00357142857142857	666	355.20711552	1	1	2	2	5	0.00142857142857143	0.00218340611353712	0.0027027027027027	0.00307934080869861	0.00371747211895911	0	0	96	261.25	666	0.23451174	1.28981457	3.548944332	7.441839216	355.20711552	3	46	11	3.66666666666667	20	1	2.3	15.3333333333333	6.66666666666667	6.50593671963268	8.74458287956288	15.4605213593535	24.3057683629254	27.2541840307828	5.62481885085443	6.8522376995968	10.5344942458239	18.7468784660517	21.4843398727943	1.15664822141684	1.18462628058501	1.26856045808952	1.4178470634214	1.46760926519869
8	2784	21944	0	1245.3324940584	1089.67447113914	9.97432759959526	1245	1090	10	246.103384075346	215.329792944208	3.78973103983811	42497	664.403027652	1585.815288228	1246.3324940584	1090.67447113914	10.9743275995953	292.667505941596	448.325528860861	42.0256724004047	246.399934075346	215.626342944208	4.38973103983811	57.8603659246535	88.6339570557922	16.8102689601619	1	5	2	4	35.7720172311628	0	0	1	0	0	1	2250.21831588	6075.54353112	740.259758484	1341.344616336	0.136683290200755	0.0345266040168071	0.377598516458044	270	59	59	0.218518518518519	0.218518518518519	8	0.000337381916329285	26342.5	366.197899068	1	2	2	2	8	0.000119445771619685	0.000173913043478261	0.00021385835040023	0.000254971953085161	0.000337381916329285	0	12	794.5	2340	26342.5	0.109438812	1.313265744	2.861043228	6.144207588	366.197899068	9	247	53	5.88888888888889	111	8	2.22522522522523	27.4444444444444	12.3333333333333	3.21087087839594	7.4989495078347	19.9147901877851	39.3793510545629	56.0634815637226	2.2774439052757	4.44873643488649	10.4265257873332	26.6317492786573	40.9449806216	1.0794986899013	1.36395234409494	1.62158829481457	1.81678955937394	2.28671010753389
9	809	27120	0	1358.24173291173	1175.59848104258	10.2426194627501	1358	1176	10	268.425540596649	232.316969702119	3.89704778510003	33839	529.042851324	1348.614480276	1359.24173291173	1176.59848104258	11.2426194627501	179.758267088271	362.401518957416	41.7573805372499	268.722090596649	232.613519702119	4.49704778510003	35.5382094033512	71.6467802978812	16.7029522149	1	5	1	3	35.7720172311628	0	0	1	0	0	0	1877.6573316	5465.33943654	555.464507364	1166.07054186	0.13467217561265	0.0233309137924316	0.276519565858384	266	43	45	0.161654135338346	0.169172932330827	9	0.000357909806728704	27508.5	431.470333368	1	2	2	2	9	0.000111694404110354	0.000172294968986906	0.000216637781629116	0.000257334019557386	0.000357909806728704	0	264	1300	3036	27508.5	0.15634116	1.313265744	3.24407907	6.2536464	431.470333368	10	258	44	4.4	86	3	3	25.8	8.6	11.6139247635169	13.22070040618	20.9823454966486	41.6413527039643	52.8279637556748	3.45029845370781	10.405287320922	17.0550093774267	29.988366562169	34.0591264679587	1.08669560494722	1.11615608539369	1.34444484596962	1.73644223538552	4.78146925512375
10	468	5667	0	957.724827293428	1413.93952375439	8.43637837211995	958	1414	8	189.243348355911	279.436993846243	3.17455134884798	25911	405.095579676	1077.612713532	958.724827293428	1414.93952375439	9.43637837211995	580.275172706572	124.06047624561	43.5636216278801	189.539898355911	279.733543846243	3.77455134884798	114.720401644089	24.5267561537571	17.425448651152	1	5	1	1	91.2922992900211	0	0	1	0	1	0	1482.708293208	4125.48988296	486.69003108	864.472810104	0.15242132847391	0.0236149753187616	0.303107828123592	198	31	42	0.156565656565657	0.212121212121212	9	0.00045662100456621	6548	175.868170884	1	2	2	2	9	0.000186393289841566	0.000270416441319632	0.000328462656671131	0.000395569620253165	0.000529100529100529	0	196	772	1731	12757.5	0.15634116	1.266363396	2.720336184	5.972232312	175.868170884	7	164	36	5.14285714285714	64	4	2.5625	23.4285714285714	9.14285714285714	2.15954561078991	7.73990677692601	18.263613869325	34.3816625107012	46.3702960360158	2.15954561078991	6.719889065891	15.17541473119	28.3107014093291	36.4255121602453	1	1.1471662937145	1.16664726061602	1.25563778324887	1.50866461357901
