soma	seedNode	overlap	mergedSoma	somaCogV_1	somaCogV_2	somaCogV_3	somaCogO_1	somaCogO_2	somaCogO_3	somaCogM_1	somaCogM_2	somaCogM_3	somaVolV	somaVol	branchVol	stackDistV_1	stackDistV_2	stackDistV_3	stackDistV_4	stackDistV_5	stackDistV_6	stackDistM_1	stackDistM_2	stackDistM_3	stackDistM_4	stackDistM_5	stackDistM_6	nucleiN	group	groupDegree	groupDegreeMultiple	groupShortestDist	stackTouch_1	stackTouch_2	stackTouch_3	stackTouch_4	stackTouch_5	stackTouch_6	cellVol	cellArea	somaNodesVol	branchNodesVol	sphericity	circularity	solidity	nodesN	nodesBranching	nodesEnding	nodesBranchingRatio	nodesEndingRatio	degreeSeed	closenessSeed	betweennessSeed	volumeSeed	degree_1	degree_2	degree_3	degree_4	degree_5	closeness_1	closeness_2	closeness_3	closeness_4	closeness_5	betweenness_1	betweenness_2	betweenness_3	betweenness_4	betweenness_5	volume_1	volume_2	volume_3	volume_4	volume_5	branchN	branchNodesN	branchEndNodesN	branchEndNodesPerBranch	branchSegmentsN	branchCyclesN	branchNodesPerSegment	branchNodesPerBranch	branchSegmentsPerBranch	branchLengthSkel_1	branchLengthSkel_2	branchLengthSkel_3	branchLengthSkel_4	branchLengthSkel_5	branchLengthAir_1	branchLengthAir_2	branchLengthAir_3	branchLengthAir_4	branchLengthAir_5	branchLengthRatio_1	branchLengthRatio_2	branchLengthRatio_3	branchLengthRatio_4	branchLengthRatio_5
1	64	7832	0	453.134822358523	247.572966091888	4.57123018169193	453	248	5	89.48590438028	48.8463253963662	1.62849207267677	8641	135.094396356	181.183770324	454.134822358523	248.572966091888	5.57123018169193	1084.86517764148	1290.42703390811	47.4287698183081	89.7824543802801	49.1428753963662	2.22849207267677	214.47784561972	255.117424603634	18.9715079273232	1	1	0	0	Inf	0	0	1	0	0	0	316.27816668	808.719528	162.75114756	129.434846364	0.277586923042561	0.114895569423821	0.436627505183138	34	6	8	0.176470588235294	0.235294117647059	3	0.00645161290322581	234	123.775296372	1	2	2	2	3	0.00315457413249211	0.00389105058365759	0.00444444444444444	0.00564971751412429	0.0072992700729927	0	32	62	162	350	0.31268232	1.078754004	3.158091432	6.550694604	123.775296372	4	32	8	2	11	0	2.90909090909091	8	2.75	5.62193479489368	5.90965143497433	7.41867388701233	10.9727739119194	13.3055681248692	5.45645822913376	5.82552354215851	6.92745978233689	7.72132371684963	7.78231672420875	1.00044865283826	1.01538769419462	1.07910636362197	1.41880206907586	1.70971814645876
2	79	9624	0	1167.0524691358	284.243172465395	6.15048634493079	1167	284	6	230.627423148148	56.0960251964085	2.26019453797232	10692	167.159968272	673.939838412	1168.0524691358	285.243172465395	7.15048634493079	370.947530864197	1253.75682753461	45.8495136550692	230.923973148148	56.3925751964085	2.86019453797232	73.3363268518518	247.867724803591	18.3398054620277	1	2	0	0	Inf	0	0	1	0	0	0	841.099806684	2723.46296766	190.673678736	565.501609836	0.158219863537616	0.0240877532658182	0.225343029332622	154	26	28	0.168831168831169	0.181818181818182	3	0.000459558823529412	6480	160.218420768	1	2	2	2	4	0.000228937728937729	0.000288350634371396	0.000336984232431113	0.000388802488335925	0.000466417910447761	0	152	613.5	1946	6480	0.281414088	1.500875136	2.712519126	5.4719406	160.218420768	4	151	28	7	55	2	2.74545454545455	37.75	13.75	17.9579266749317	18.4563074387131	25.5451149381716	42.0749513921088	52.0143611103688	11.2775779392387	11.8556434594698	15.6331012815762	30.3476689338619	41.8628442842724	1.24249467516258	1.38347718522528	1.55840819248388	1.64937236111416	1.70638803254854
3	136	5444	0	1526.97342375367	493.553335777126	4.98973607038123	1527	494	5	301.7837958761	97.4766444831378	1.79589442815249	5456	85.299736896	264.748120344	1527.97342375367	494.553335777126	5.98973607038123	11.0265762463343	1044.44666422287	47.0102639296188	302.0803458761	97.7731944831378	2.39589442815249	2.1799541239003	206.487105516862	18.8041055718475	1	3	0	0	Inf	0	0	1	1	0	1	350.04785724	1268.00454324	104.98308894	211.936076496	0.189429783928915	0.0344988321232212	0.270009481845056	95	10	14	0.105263157894737	0.147368421052632	3	0.00109409190371991	2591	103.763627892	1	2	2	2	4	0.000427533133817871	0.000594707264594304	0.000738007380073801	0.000869947886158733	0.00111856823266219	0	93	528	1053	2813	0.031268232	0.613639053	1.25072928	2.263038291	103.763627892	3	93	14	4.66666666666667	21	0	4.42857142857143	31	7	24.4284361910773	25.2601821861077	27.7554201711989	34.0227392181857	36.1118455671813	17.2947373282949	17.83941592187	19.4734517025952	25.368008405189	27.3328606393869	1.3211879299287	1.34401045032431	1.41247801151113	1.42209101580299	1.42529535056694
4	1148	8877	0	1520.31064830366	857.729727914007	7.34370171313403	1520	858	7	300.466565169634	169.474317208599	2.73748068525361	14885	232.71381666	366.870166056	1521.31064830366	858.729727914007	8.34370171313403	17.6893516963387	680.270272085993	44.656298286866	300.763115169634	169.770867208599	3.33748068525361	3.49718483036616	134.489432791401	17.8625193147464	1	4	0	0	Inf	0	0	1	1	0	0	599.583982716	1756.9106727	227.773436004	309.618033264	0.195719662638292	0.0534311128892748	0.396115025709389	103	20	22	0.194174757281553	0.213592233009709	4	0.000898472596585804	1353	138.846584196	1	2	2	2	4	0.000531067445565587	0.000712255060572205	0.000838926174496644	0.000982321109213883	0.00121802679658952	0	50.5	200	947.75	2994	0.250145856	1.113930765	2.26694682	4.674600684	138.846584196	2	96	20	10	41	4	2.34146341463415	48	20.5	9.45126349959399	9.45126349959399	23.8018745742008	38.1524856488076	38.1524856488076	6.98053711051897	6.98053711051897	12.7634530430344	18.5463689755499	18.5463689755499	1.35394502599977	1.35394502599977	1.70554273337847	2.05714044075716	2.05714044075716
5	284	1781	0	483.576107106076	911.66982492276	2.92502574665294	484	912	3	95.5041463748713	180.13827438723	0.970010298661174	4855	75.90363318	426.373611552	484.576107106076	912.66982492276	3.92502574665294	1054.42389289392	626.33017507724	49.0749742533471	95.8006963748713	180.43482438723	1.57001029866117	208.459603625129	123.82547561277	19.6299897013388	1	5	0	0	Inf	0	0	1	0	0	0	502.277244732	1747.12420638	122.368225932	333.616401324	0.174899813245433	0.0301766439704271	0.223416965352449	90	21	23	0.233333333333333	0.255555555555556	4	0.00134408602150538	1886	28.938748716	1	1	2	2	4	0.000610873549175321	0.000808407437348424	0.000982318271119843	0.00115207373271889	0.00141242937853107	0	0	258	580	2392	0.203243508	1.188192816	3.04865262	4.721503032	37.28736666	3	80	19	6.33333333333333	37	2	2.16216216216216	26.6666666666667	12.3333333333333	10.0271579398318	14.1528044816814	26.5297441072304	33.5708152407325	35.9178389518998	8.90955588168552	13.0323130581931	25.4005845877157	27.0164983418426	27.555136259885	1.04445407607118	1.06470020261225	1.12543858223546	1.25897699282425	1.30348979635384
6	334	14696	0	1214.64402035623	1052.91170483461	8.24173027989822	1215	1053	8	240.036272824427	208.061794045802	3.09669211195929	15720	245.76830352	1626.245112204	1215.64402035623	1053.91170483461	9.24173027989822	323.355979643766	485.088295165394	43.7582697201018	240.332822824427	208.358344045802	3.69669211195929	63.9274771755725	95.9019559541985	17.5033078880407	1	6	0	0	Inf	0	0	1	0	0	0	1872.013415724	5699.44430994	384.349107744	1302.978495672	0.128881598678242	0.0156543320928734	0.294066513006256	302	51	68	0.16887417218543	0.225165562913907	11	0.000303030303030303	36197.1666666667	366.30733788	1	2	2	2	11	0.000100060036021613	0.0001453065969195	0.00017223561832587	0.000214316330904415	0.000303030303030303	0	300	1191	4067	36197.1666666667	0.046902348	1.203826932	2.642165604	6.01913466	366.30733788	8	293	66	8.25	116	2	2.52586206896552	36.625	14.5	15.4904924434334	20.2643438426366	28.480704843433	38.4358273060921	57.9792845954733	12.0816674488285	16.8148369169282	21.3070741140371	23.1352712260034	45.2461784969507	1.09976477786849	1.20762440796326	1.29109737478364	1.38248280233817	2.27394644702278
7	1007	27334	0	988.21441156377	1153.06547768868	10.4238251051742	988	1153	10	195.271139166157	227.862194939053	3.96953004206968	27811	434.800400076	1551.310794216	989.21441156377	1154.06547768868	11.4238251051742	549.78558843623	384.934522311316	41.5761748948258	195.567689166157	228.158744939053	4.56953004206968	108.692610833843	76.1015550609471	16.6304699579303	1	7	0	0	Inf	0	0	1	0	0	0	1986.111194292	5544.89672388	568.61279892	1268.051880528	0.137803326815224	0.0319357766860005	0.36286824664284	264	58	65	0.21969696969697	0.246212121212121	17	0.000561797752808989	26917.75	543.12918984	1	2	2	2	17	0.000157828282828283	0.000276282440573513	0.000324052780910498	0.000393545909043038	0.000561797752808989	0	0	522	1651.91666666667	26917.75	0.171975276	1.28981457	2.954847924	5.800257036	543.12918984	13	254	60	4.61538461538461	125	12	2.032	19.5384615384615	9.61538461538461	3.41512848759163	6.69290478743329	15.8042278470451	24.3141205646731	48.3025004335814	3.38154254064823	6.12972011502631	10.8889553224557	19.124232231196	40.9704176798616	1.009932137934	1.11414157549784	1.20111226718998	1.29349412267421	1.61368791736175
8	384	5709	0	866.550531914894	1166.49265957447	3.67489361702128	867	1166	4	171.218190159574	230.516748797872	1.26995744680851	9400	146.9606904	779.266877904	867.550531914894	1167.49265957447	4.67489361702128	671.449468085106	371.507340425532	48.3251063829787	171.514740159574	230.813298797872	1.86995744680851	132.745559840425	73.4470012021277	19.3300425531915	1	8	0	0	Inf	0	0	1	0	0	0	926.227568304	3011.28937608	179.135701128	664.872051132	0.152596100169739	0.0210533224820737	0.314585143639571	160	29	36	0.18125	0.225	8	0.000813008130081301	6169	101.434144608	1	2	2	2	8	0.000283607487237663	0.000445832273247678	0.000520429604278492	0.000647295019054354	0.000892857142857143	0	45	468	1208	9245	0.187609392	0.828608148	2.008983906	5.151441222	101.434144608	5	153	35	7	61	2	2.50819672131148	30.6	12.2	3.87280803324164	4.11217269304839	7.56804092103305	26.6133542007198	40.2272514365506	3.02022230022747	3.71881480274509	7.16748433547548	17.979334494672	19.5409009115666	1.05588524045669	1.05957507965275	1.26442669785764	1.47637379681785	2.05861805546229
9	405	3075	0	34.4415832842849	1224.0166274279	3.42966450853443	34	1224	3	6.71025101530312	241.889237242496	1.17186580341377	6796	106.249452336	206.495404128	35.4415832842849	1225.0166274279	4.42966450853443	1503.55841671572	313.983372572101	48.5703354914656	7.00680101530312	242.185787242496	1.77186580341377	297.253498984697	62.0745127575044	19.4281341965862	1	9	0	0	Inf	1	0	1	0	0	0	312.744856464	1120.96852914	123.994173996	158.639375052	0.198769992636606	0.0451664842142156	0.265512755246337	73	14	13	0.191780821917808	0.178082191780822	5	0.00204918032786885	1613.5	52.030338048	1	2	2	2	5	0.000671140939597315	0.00114745709337112	0.00135869565217391	0.00165562913907285	0.00204918032786885	0	71	207	512	1613.5	0.23451174	0.926321373	2.016800964	3.502041984	52.030338048	5	64	12	2.4	19	0	3.36842105263158	12.8	3.8	6.12323132915693	6.7585543514425	8.98267150708656	19.8687184664769	31.0812445243347	5.69950717475716	6.62002814221138	7.52998111923448	14.4065055439352	23.9275522580046	1.00627415227093	1.05732653714655	1.19292085396354	1.33324924140243	1.43607794240244
10	530	6334	0	1517.91559741024	1521.2319011183	5.6467333725721	1518	1521	6	299.993063608005	300.648696851089	2.05869334902884	8495	132.81181542	709.663793472	1518.91559741024	1522.2319011183	6.6467333725721	20.0844025897586	16.7680988816951	46.3532666274279	300.289613608005	300.945246851089	2.65869334902884	3.97068639199528	3.31505314891112	18.5413066509712	1	10	0	0	Inf	0	0	1	1	1	1	842.475608892	2816.75739996	151.088097024	599.990469732001	0.153146204519702	0.0307321099378645	0.372671549116383	164	29	39	0.176829268292683	0.23780487804878	3	0.000430663221360896	639	110.079810756	1	2	2	2	5	0.000238663484486874	0.000302940282770572	0.000353679947604083	0.000425170375458703	0.000519210799584631	0	136.5	481	1547	7639	0.140707044	1.141290468	2.399836806	4.49480835	110.079810756	2	158	37	18.5	65	2	2.43076923076923	79	32.5	7.12162402131039	7.12162402131039	33.2107422079352	59.2998603945601	59.2998603945601	7.08141964444548	7.08141964444548	26.0976248500414	45.1138300556374	45.1138300556374	1.0056774458913	1.0056774458913	1.16006357307949	1.31444970026769	1.31444970026769
